Store,Item,Category,Forecasted_Sales,Historical_Average,Growth_Rate_pct,Primary_Action,Severity_Level,Trend_Advice,Seasonality_Advice,Confidence_Score_pct,SHAP_Reason
1,49,Health & Beauty,26.38,25.84,2.12,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
1,50,Health & Beauty,57.47,57.95,-0.82,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
2,1,Electronics,25.61,27.51,-6.88,Reduce procurement volume,Medium,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,98.53,rolling_mean_7 and rolling_mean_30 show a declining demand trend.
2,2,Electronics,72.05,73.65,-2.18,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
2,3,Electronics,46.56,45.78,1.72,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
2,4,Electronics,28.48,27.54,3.41,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
2,5,Electronics,23.94,22.99,4.13,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
2,6,Electronics,70.23,73.23,-4.09,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
2,7,Electronics,74.33,73.26,1.46,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
2,8,Electronics,91.13,96.84,-5.9,Reduce procurement volume,Medium,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,83.53,Short-term moving averages indicate steady demand alignment.
1,31,Groceries,52.21,51.78,0.83,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
2,9,Electronics,60.16,63.94,-5.91,Reduce procurement volume,Medium,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,98.53,rolling_mean_7 and rolling_mean_30 show a declining demand trend.
1,30,Home Goods,33.82,35.28,-4.13,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
1,28,Home Goods,74.47,77.61,-4.05,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
1,1,Electronics,19.55,19.59,-0.21,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
1,2,Electronics,53.76,51.89,3.61,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
1,3,Electronics,30.11,32.44,-7.18,Reduce procurement volume,Medium,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,98.53,rolling_mean_7 and rolling_mean_30 show a declining demand trend.
1,4,Electronics,18.85,19.57,-3.66,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
1,5,Electronics,15.78,16.25,-2.91,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
1,6,Electronics,51.77,51.82,-0.09,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
1,7,Electronics,51.7,51.6,0.2,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
1,8,Electronics,67.14,67.75,-0.91,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
1,9,Electronics,44.03,45.53,-3.3,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
1,10,Electronics,66.97,64.64,3.61,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
1,11,Apparel,61.2,61.66,-0.75,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
1,12,Apparel,61.47,61.59,-0.19,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
1,13,Apparel,71.96,74.41,-3.3,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
1,14,Apparel,52.51,51.91,1.15,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
1,15,Apparel,75.89,77.72,-2.35,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
1,16,Apparel,21.77,22.84,-4.68,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
1,17,Apparel,27.91,29.36,-4.95,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
1,18,Apparel,72.87,74.58,-2.29,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
1,19,Apparel,36.05,35.75,0.85,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
1,20,Apparel,44.78,41.82,7.09,Increase inventory levels,Medium,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,98.53,rolling_mean_7 and sales_lag_7 show strong upward demand trend.
1,21,Home Goods,34.8,35.27,-1.33,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
1,22,Home Goods,69.86,71.11,-1.76,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
1,23,Home Goods,23.89,25.77,-7.32,Reduce procurement volume,Medium,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,98.53,rolling_mean_7 and rolling_mean_30 show a declining demand trend.
1,24,Home Goods,54.92,58.69,-6.43,Reduce procurement volume,Medium,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,98.53,rolling_mean_7 and rolling_mean_30 show a declining demand trend.
1,25,Home Goods,70.71,71.07,-0.5,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
1,26,Home Goods,42.95,42.15,1.92,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
1,27,Home Goods,19.7,19.6,0.5,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
1,29,Home Goods,62.11,61.51,0.98,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
2,10,Electronics,88.43,91.69,-3.55,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
2,11,Apparel,86.39,86.9,-0.59,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
2,12,Apparel,87.48,87.26,0.25,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
2,45,Health & Beauty,101.68,100.83,0.84,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
2,46,Health & Beauty,71.96,73.51,-2.11,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
2,47,Health & Beauty,29.86,27.62,8.12,Increase inventory levels,Medium,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,98.53,rolling_mean_7 and sales_lag_7 show strong upward demand trend.
2,48,Health & Beauty,61.3,64.45,-4.9,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
2,49,Health & Beauty,35.36,36.89,-4.13,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
2,50,Health & Beauty,79.37,82.69,-4.01,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
3,1,Electronics,24.1,24.38,-1.17,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
3,2,Electronics,65.8,65.28,0.79,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
3,3,Electronics,40.92,40.72,0.49,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
3,4,Electronics,23.81,24.53,-2.91,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
3,5,Electronics,22.06,20.29,8.71,Increase inventory levels,Medium,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,83.53,Short-term moving averages indicate steady demand alignment.
3,6,Electronics,63.37,65.6,-3.39,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
3,7,Electronics,64.11,65.01,-1.38,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
3,8,Electronics,81.83,85.45,-4.24,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
3,9,Electronics,58.77,57.29,2.58,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
3,10,Electronics,74.58,81.35,-8.32,Reduce procurement volume,Medium,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,98.53,rolling_mean_7 and rolling_mean_30 show a declining demand trend.
3,11,Apparel,81.73,77.34,5.68,Increase inventory levels,Medium,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,98.53,rolling_mean_7 and sales_lag_7 show strong upward demand trend.
3,12,Apparel,78.03,77.23,1.04,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
3,13,Apparel,98.22,93.81,4.7,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
3,14,Apparel,65.28,65.18,0.16,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
3,15,Apparel,93.41,97.87,-4.55,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
3,16,Apparel,27.32,28.42,-3.84,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
3,17,Apparel,36.73,36.89,-0.43,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
3,18,Apparel,93.46,93.98,-0.55,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
3,19,Apparel,41.02,44.75,-8.35,Reduce procurement volume,Medium,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,98.53,rolling_mean_7 and rolling_mean_30 show a declining demand trend.
3,20,Apparel,53.66,52.88,1.48,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
3,21,Home Goods,45.73,44.78,2.11,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
2,44,Health & Beauty,38.45,36.91,4.18,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
2,43,Health & Beauty,64.33,64.28,0.09,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
2,42,Health & Beauty,47.6,46.31,2.8,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
2,41,Health & Beauty,25.47,27.28,-6.63,Reduce procurement volume,Medium,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,98.53,rolling_mean_7 and rolling_mean_30 show a declining demand trend.
2,13,Apparel,99.07,105.38,-5.99,Reduce procurement volume,Medium,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,83.53,Short-term moving averages indicate steady demand alignment.
2,14,Apparel,71.26,73.51,-3.05,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
2,15,Apparel,108.55,109.97,-1.29,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
2,16,Apparel,29.56,32.17,-8.13,Reduce procurement volume,Medium,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,98.53,rolling_mean_7 and rolling_mean_30 show a declining demand trend.
2,17,Apparel,38.52,41.67,-7.55,Reduce procurement volume,Medium,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,98.53,rolling_mean_7 and rolling_mean_30 show a declining demand trend.
2,18,Apparel,98.57,105.27,-6.36,Reduce procurement volume,Medium,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,98.53,rolling_mean_7 and rolling_mean_30 show a declining demand trend.
2,19,Apparel,48.8,50.61,-3.58,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
2,20,Apparel,58.62,59.55,-1.56,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
2,21,Home Goods,51.83,50.56,2.51,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
2,22,Home Goods,91.79,100.75,-8.89,Reduce procurement volume,Medium,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,98.53,rolling_mean_7 and rolling_mean_30 show a declining demand trend.
2,23,Home Goods,37.75,36.64,3.03,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
2,24,Home Goods,78.08,82.65,-5.52,Reduce procurement volume,Medium,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,98.53,rolling_mean_7 and rolling_mean_30 show a declining demand trend.
2,25,Home Goods,95.53,101.14,-5.54,Reduce procurement volume,Medium,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,83.53,Short-term moving averages indicate steady demand alignment.
3,23,Home Goods,32.57,32.58,-0.04,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
2,26,Home Goods,59.1,59.47,-0.63,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
2,28,Home Goods,99.52,110.08,-9.6,Reduce procurement volume,Medium,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,83.53,Short-term moving averages indicate steady demand alignment.
2,29,Home Goods,85.63,86.81,-1.35,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
2,30,Home Goods,50.07,50.6,-1.06,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
2,31,Groceries,73.65,73.62,0.04,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
2,32,Groceries,57.3,55.33,3.56,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
2,33,Groceries,83.81,87.39,-4.11,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
2,34,Groceries,33.11,32.27,2.61,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
2,35,Groceries,79.53,82.49,-3.59,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
2,36,Groceries,93.91,96.42,-2.61,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
2,37,Groceries,36.03,36.46,-1.19,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
2,38,Groceries,95.03,100.7,-5.63,Reduce procurement volume,Medium,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,83.53,Short-term moving averages indicate steady demand alignment.
2,39,Groceries,53.85,55.05,-2.18,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
2,40,Groceries,36.35,36.69,-0.94,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
2,27,Home Goods,27.79,27.65,0.48,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
10,49,Health & Beauty,29.35,32.36,-9.31,Reduce procurement volume,Medium,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,83.53,Short-term moving averages indicate steady demand alignment.
5,48,Health & Beauty,39.75,38.33,3.69,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
6,1,Electronics,14.85,16.41,-9.5,Reduce procurement volume,Medium,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,98.53,rolling_mean_7 and rolling_mean_30 show a declining demand trend.
9,8,Electronics,76.76,79.34,-3.25,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
9,9,Electronics,52.39,52.84,-0.85,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
9,10,Electronics,72.85,75.04,-2.93,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
9,11,Apparel,75.73,71.39,6.08,Increase inventory levels,Medium,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,83.53,Short-term moving averages indicate steady demand alignment.
9,12,Apparel,69.52,71.65,-2.97,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
9,13,Apparel,85.08,86.26,-1.38,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
9,14,Apparel,56.52,59.97,-5.75,Reduce procurement volume,Medium,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,98.53,rolling_mean_7 and rolling_mean_30 show a declining demand trend.
9,15,Apparel,87.24,91.02,-4.16,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
9,16,Apparel,26.66,26.3,1.37,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
9,17,Apparel,32.19,33.92,-5.11,Reduce procurement volume,Medium,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,83.53,Short-term moving averages indicate steady demand alignment.
9,18,Apparel,84.87,86.38,-1.74,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
9,19,Apparel,44.18,41.51,6.44,Increase inventory levels,Medium,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,98.53,rolling_mean_7 and sales_lag_7 show strong upward demand trend.
9,20,Apparel,49.56,48.83,1.5,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
9,21,Home Goods,41.25,41.52,-0.64,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
9,22,Home Goods,84.52,82.75,2.13,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
9,23,Home Goods,31.52,30.21,4.33,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
9,24,Home Goods,67.86,67.98,-0.18,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
9,25,Home Goods,81.53,83.16,-1.95,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
9,26,Home Goods,45.98,49.17,-6.47,Reduce procurement volume,Medium,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,98.53,rolling_mean_7 and rolling_mean_30 show a declining demand trend.
9,27,Home Goods,23.74,22.88,3.76,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
9,28,Home Goods,87.85,90.59,-3.02,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
9,29,Home Goods,74.09,71.11,4.19,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
9,30,Home Goods,41.28,41.49,-0.5,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
9,31,Groceries,59.96,60.16,-0.32,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
9,32,Groceries,46.31,45.24,2.37,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
9,33,Groceries,68.56,71.41,-3.98,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
9,34,Groceries,25.31,26.44,-4.24,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
9,7,Electronics,60.95,60.4,0.9,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
9,35,Groceries,69.8,67.97,2.69,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
9,6,Electronics,57.7,59.97,-3.79,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
9,4,Electronics,22.63,22.62,0.03,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
8,27,Home Goods,24.76,26.45,-6.39,Reduce procurement volume,Medium,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,98.53,rolling_mean_7 and rolling_mean_30 show a declining demand trend.
8,28,Home Goods,102.45,105.07,-2.49,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
8,29,Home Goods,83.65,83.13,0.64,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
8,30,Home Goods,46.59,48.06,-3.06,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
8,31,Groceries,70.83,70.34,0.7,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
8,32,Groceries,49.41,52.7,-6.25,Reduce procurement volume,Medium,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,98.53,rolling_mean_7 and rolling_mean_30 show a declining demand trend.
8,33,Groceries,77.86,83.1,-6.31,Reduce procurement volume,Medium,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,98.53,rolling_mean_7 and rolling_mean_30 show a declining demand trend.
